ID,building_visited,choice,Speed,Laziness,Destination floor,Fatigue,Luggage,Elevator speed,"Environmental
consciousness",Temperature,Appeal,"Number of people
waiting for the elevator",Peers,measurement_no,Health
4NajwMaaM,"BGGYK A, B épület",1,0,10,3,7,1,3,6,5,7,1,peers_stairs,7,NA
orrPKaZbr,PPK Izabella utca,1,4,3,9,8,3,5,9,3,8,6,no_peers,7,NA
nW10b0reX,Lágymányos Északi Tömb,1,4,0,0,5,0,0,6,0,5,10,peers_stairs,7,NA
1mZkvd6Xq,Lágymányos Déli Tömb,1,4,5,2,6,2,2,7,3,3,1,no_peers,7,NA
jbxEPAXZr,PPK Izabella utca,1,3,6,1,3,1,3,7,2,4,1,no_peers,7,NA
v0mo8eKXw,PPK Izabella utca,1,2,0,8,0,0,2,10,0,0,0,no_peers,7,NA
D2ERX43vj,TÓK,1,2,3,4,4,2,4,5,1,4,0,peers_stairs,7,NA
m526yXraM,Lágymányos Déli Tömb,1,3,8,1,2,0,7,2,0,0,5,peers_stairs,7,NA
AnEbYmj4d,Lágymányos Déli Tömb,1,6,4,5,5,2,5,4,2,2,8,no_peers,7,NA
jbAvGDqyZ,BTK Rákóczi utca 5 (R5),1,2,2,10,8,2,4,9,7,2,4,no_peers,7,NA
LEeNjQ012,PPK Izabella utca,1,6,0,0,0,0,4,4,0,2,0,no_peers,7,NA
rYoZP6mQ5,BTK Rákóczi utca 5 (R5),0,4,5,5,5,2,5,4,4,3,5,peers_elevator,7,NA
YwPWjpv47,PPK Izabella utca,1,7,4,4,3,0,6,7,3,4,1,no_peers,7,NA
8xGMlw33a,BTK Rákóczi utca 5 (R5),0,10,10,10,10,2,5,0,0,7,4,peers_elevator,7,NA
8x5WMNp80,PPK Izabella utca,1,2,0,3,0,0,3,2,0,2,2,no_peers,7,NA
m5adadPMM,Lágymányos Északi Tömb,1,1,1,0,0,0,9,1,0,0,0,no_peers,7,NA
8xVK1apdZ,BTK Rákóczi utca 5 (R5),1,10,5,4,5,0,5,10,0,5,10,no_peers,7,NA
bER8nWXXN,Lágymányos Északi Tömb,1,7,0,9,2,4,10,10,5,0,3,no_peers,7,NA
ye7e7rpa0,Egyéb:,1,5,5,5,5,5,5,5,5,5,5,no_peers,7,NA
4NxpGMjyB,PPK Kazinczy utca,1,0,0,0,0,0,8,10,0,0,0,peers_stairs,7,NA
bEmqb6KLw,"BGGYK A, B épület",1,8,2,7,3,2,8,10,4,0,3,no_peers,7,NA
e4v0BjPqR,PPK Kazinczy utca,1,0,0,0,0,0,0,0,0,0,0,no_peers,7,NA
yeJbexLDj,Lágymányos Északi Tömb,0,6,2,7,6,5,0,4,3,10,3,peers_elevator,7,NA
RD3LdqvPK,Lágymányos Északi Tömb,0,9,7,4,3,1,4,3,1,0,6,no_peers,7,NA
RDmRXd2ZG,Lágymányos Déli Tömb,0,1,9,9,9,3,3,2,2,2,2,no_peers,7,NA
An15a3JD0,Lágymányos Északi Tömb,0,10,5,8,4,8,5,1,0,4,4,peers_elevator,7,NA
v0mJ8ynWM,Lágymányos Északi Tömb,1,0,0,0,5,0,3,10,0,3,0,no_peers,7,NA
m5pkPpbmM,PPK Izabella utca,0,10,0,10,3,1,10,0,0,10,4,no_peers,7,NA
jb3DJD1lr,"BGGYK A, B épület",0,0,4,2,4,2,0,1,1,1,0,peers_elevator,7,NA
ZwkNE46ZB,Lágymányos Déli Tömb,0,5,2,8,4,2,4,0,0,0,3,no_peers,7,NA
8xKeYK4Qm,BTK 6-8 főépület,1,0,0,0,0,0,4,4,0,1,0,peers_stairs,7,NA
jbEqaNnER,BTK C épület,1,2,3,8,5,4,1,2,3,4,2,no_peers,7,NA
LE03rGleK,BTK C épület,1,6,3,4,6,2,4,7,5,8,3,no_peers,7,NA
pvvWlbeL6,TÓK,0,5,9,10,9,7,5,3,7,5,3,peers_elevator,7,NA
bEQ8LQnlA,Lágymányos Északi Tömb,0,7,1,10,6,6,1,1,1,1,8,peers_elevator,7,NA
E8X7JoZDQ,BTK D épület,1,5,5,2,0,0,0,1,1,5,0,no_peers,7,NA
RDDA6xVaK,Lágymányos Északi Tömb,0,10,4,10,7,4,7,2,5,4,10,peers_elevator,7,NA
Q3y3wQAJv,PPK Izabella utca,0,10,10,10,10,10,10,0,0,0,0,no_peers,7,NA
4Na1PPW6j,Lágymányos Déli Tömb,0,0,0,3,0,0,0,0,0,0,0,no_peers,7,NA
rYJeYkDkW,BTK C épület,1,6,5,3,4,6,5,4,5,4,2,no_peers,7,NA
28vJPEVyo,Lágymányos Déli Tömb,1,2,1,2,5,1,1,0,2,2,3,no_peers,7,NA
xX0PNw70E,BTK Rákóczi utca 5 (R5),1,10,5,10,10,10,5,8,7,5,5,no_peers,7,NA
AnlRr2B63,Lágymányos Déli Tömb,1,4,0,0,0,0,6,4,0,8,8,no_peers,7,NA
E8WnW6LnZ,"BGGYK A, B épület",0,10,10,5,10,10,5,0,10,2,5,no_peers,7,NA
28VEwdA6o,Lágymányos Déli Tömb,1,7,0,4,5,0,6,3,0,0,3,peers_stairs,7,NA
ZwRRkJ5xw,Egyéb:,0,0,0,10,10,0,0,0,6,0,0,no_peers,7,NA
aEJL5DXGn,Lágymányos Északi Tömb,0,1,4,10,1,5,6,8,10,3,7,peers_elevator,7,NA
E81lQnPVA,TÓK,0,8,4,3,5,2,4,2,5,0,3,no_peers,7,NA
JN7m7B2GD,BGGYK C épület,1,7,2,1,9,2,5,5,3,5,1,no_peers,7,NA
m5WAL3brm,PPK Izabella utca,0,10,10,8,8,7,0,0,0,0,2,no_peers,7,NA
RDLnmk00K,BTK Rákóczi utca 5 (R5),0,10,6,10,3,0,7,0,0,4,0,peers_elevator,7,NA
1mJXWJdbK,"BGGYK A, B épület",1,0,4,0,5,7,7,6,7,0,0,no_peers,7,NA
m54v4NXbY,PPK Izabella utca,1,6,1,3,3,5,5,5,5,5,5,peers_stairs,7,NA
RDMRX5GPK,BTK D épület,1,0,0,5,4,0,5,6,7,5,0,no_peers,7,NA
P0J1Mv5EX,"BGGYK A, B épület",1,1,2,0,3,1,8,7,1,5,0,no_peers,7,NA
ZwDD7BoYw,PPK Izabella utca,1,9,3,10,7,5,2,7,7,6,10,no_peers,7,NA
m5J21qYvm,BTK Rákóczi utca 5 (R5),0,3,7,10,2,10,4,2,9,3,8,peers_elevator,7,NA
LE7nkPm8K,BTK Rákóczi utca 5 (R5),1,0,0,0,0,0,6,0,0,8,3,peers_stairs,7,NA
GnyoV5Aaq,Lágymányos Déli Tömb,0,7,3,7,3,2,1,1,2,2,3,no_peers,7,NA
xXmRpaD7q,BTK Rákóczi utca 5 (R5),1,0,7,0,6,0,10,10,6,5,0,no_peers,7,NA
v0WbarZrd,BTK 6-8 főépület,0,9,6,9,4,3,8,2,1,0,0,peers_elevator,7,NA
lK4doLjXX,PPK Izabella utca,1,8,4,10,6,4,8,10,4,2,0,no_peers,7,NA
jbJ58GADZ,PPK Izabella utca,1,4,8,10,10,10,5,3,8,1,0,no_peers,7,NA
BvAqRAqp4,BTK Rákóczi utca 5 (R5),1,0,0,10,0,0,8,0,0,0,10,peers_stairs,7,NA
Yw6bl88By,BTK 6-8 főépület,1,9,0,3,7,0,0,9,5,6,0,no_peers,7,NA
VkrYlbQ22,BTK C épület,1,5,0,5,9,4,5,7,0,5,8,peers_stairs,7,NA
28vpj8vwy,Lágymányos Déli Tömb,1,6,3,3,6,1,5,1,3,5,0,no_peers,7,NA
pvKVnxmJN,PPK Kazinczy utca,1,2,3,6,2,0,5,9,2,4,3,peers_stairs,7,NA
xXG4pRywA,BTK Rákóczi utca 5 (R5),0,9,4,8,10,3,8,6,8,5,3,peers_elevator,7,NA
7Vvnw5DP4,Lágymányos Északi Tömb,1,1,1,0,1,1,4,1,1,2,1,no_peers,7,NA
pv0vKWrm1,PPK Kazinczy utca,1,0,0,1,1,0,4,4,3,8,4,peers_stairs,7,NA
v0032QZGe,Lágymányos Déli Tömb,1,8,0,7,5,0,6,8,0,9,0,no_peers,7,NA
yeK863Lw3,BTK I épület,1,6,3,3,2,4,4,8,6,8,2,no_peers,7,NA
7Vk7rKppr,Lágymányos Déli Tömb,0,5,5,4,0,0,3,0,0,0,1,peers_elevator,7,NA
w6kjMDq1Z,PPK Izabella utca,1,7,3,3,7,2,5,6,4,7,2,no_peers,7,NA
Q3K2DA0Jr,Lágymányos Déli Tömb,1,4,4,2,4,3,3,3,4,4,3,no_peers,7,NA
xXAoALMN8,Lágymányos Északi Tömb,0,6,4,9,6,7,5,2,5,1,5,no_peers,7,NA
28r57BmMo,PPK Izabella utca,1,10,6,5,7,0,7,7,0,7,0,peers_stairs,7,NA
jbxdd36Jo,BTK Rákóczi utca 5 (R5),0,4,7,7,7,3,6,0,0,0,2,peers_elevator,7,NA
An40DkxjZ,PPK Izabella utca,1,3,0,3,2,0,4,3,0,3,3,no_peers,7,NA
Gn8wk76rm,BGGYK C épület,1,3,1,1,5,0,0,5,3,2,0,no_peers,7,NA
pvYp3xbyQ,BTK D épület,1,10,0,0,0,0,1,10,0,10,0,peers_stairs,7,NA
4NnrQJoN3,Lágymányos Északi Tömb,0,3,2,5,2,4,4,2,5,0,6,peers_elevator,7,NA
8xPD2xGKE,Lágymányos Déli Tömb,1,9,10,1,7,7,6,7,8,2,1,no_peers,7,NA
rYLL1YWq7,"BGGYK A, B épület",0,3,6,8,10,9,5,5,0,0,2,no_peers,7,NA
e4D1xRy4R,Lágymányos Déli Tömb,1,0,0,0,0,0,10,5,4,0,5,peers_stairs,7,NA
ZwLPjlEZ4,BTK Rákóczi utca 5 (R5),1,0,0,10,2,0,10,0,0,6,10,peers_stairs,7,NA
YwN8Le27d,BTK 6-8 főépület,1,5,5,7,5,5,6,7,5,6,6,no_peers,7,NA
YwJG0Xyov,Lágymányos Déli Tömb,0,0,10,10,10,10,10,5,0,0,10,no_peers,7,NA
5NrjyvqWL,Lágymányos Északi Tömb,1,5,9,8,6,1,6,5,5,5,2,peers_elevator,7,NA
rYEKy77q6,PPK Izabella utca,1,6,7,4,8,5,3,5,0,6,0,no_peers,7,NA
yeL2QZ5JK,PPK Kazinczy utca,1,2,1,0,0,0,0,10,1,0,0,NA,7,NA
E8BAVb5eB,BTK 6-8 főépület,0,0,10,10,8,7,0,1,10,6,0,no_peers,7,NA
v00bGbJ5M,PPK Izabella utca,0,10,10,10,10,3,10,2,4,1,3,peers_elevator,7,NA
qNrP7ryDP,Lágymányos Déli Tömb,1,2,5,1,2,3,5,2,2,2,4,peers_stairs,7,NA
AnWnkPQw0,Egyéb:,0,0,0,7,7,7,4,2,0,0,0,no_peers,7,NA
7VY13Kkp4,BTK 6-8 főépület,1,9,3,2,2,2,5,7,4,6,7,no_peers,7,NA
5NmqBnlbN,BTK Rákóczi utca 5 (R5),1,0,3,9,3,7,4,7,2,4,1,no_peers,7,NA
RD02PnRda,Lágymányos Északi Tömb,0,0,10,3,10,7,0,5,0,0,10,peers_elevator,7,NA
5NL3L7lvm,PPK Izabella utca,1,5,7,2,7,0,5,10,2,3,0,peers_stairs,7,NA
D2kP3R2wr,Lágymányos Déli Tömb,1,3,0,0,0,0,5,4,0,4,5,no_peers,7,NA
YwG8ZX6q5,PPK Kazinczy utca,0,8,5,2,7,7,7,9,7,5,3,no_peers,7,NA
lKZ1bAMPW,PPK Izabella utca,1,0,2,10,3,0,5,10,1,7,0,no_peers,7,NA
28Lqwa1rn,PPK Kazinczy utca,1,0,0,0,3,0,7,8,0,6,10,peers_stairs,7,NA
WE6LWvVAE,PPK Kazinczy utca,1,0,0,0,2,2,0,0,0,0,0,peers_elevator,7,NA
281npYAej,Lágymányos Déli Tömb,1,3,2,2,5,5,3,5,0,0,0,no_peers,7,NA
AnxGKWe10,PPK Izabella utca,1,7,1,8,8,6,3,10,5,7,1,no_peers,7,NA
e4bAxErq6,Lágymányos Déli Tömb,1,9,5,0,9,5,1,8,7,2,3,peers_stairs,7,NA
nWPvK5e6M,PPK Izabella utca,1,10,2,5,2,0,5,2,0,8,0,no_peers,7,NA
LEG7Jjr0k,TÓK,1,0,0,10,4,0,3,10,5,10,2,peers_stairs,7,NA
Gnd2xJ5oN,Lágymányos Északi Tömb,0,8,3,7,4,0,6,2,2,5,5,no_peers,7,NA
orD2VnvQ3,Lágymányos Déli Tömb,1,2,4,7,6,5,5,3,7,5,3,peers_elevator,7,NA
e4L5qx1Q6,PPK Kazinczy utca,1,2,2,4,2,2,3,2,4,7,6,peers_stairs,7,NA
RDJMyaB2L,TÓK,1,0,0,4,6,6,4,8,7,5,6,peers_stairs,7,NA
VkQ260p0v,PPK Kazinczy utca,1,5,3,3,4,2,3,4,3,6,3,peers_stairs,7,NA
E804W5EB3,PPK Izabella utca,1,7,5,10,6,2,5,3,7,5,1,no_peers,7,NA
D2qGAZa7w,Egyéb:,1,0,0,0,0,0,0,0,0,0,0,no_peers,7,NA
e4AoNV11y,Lágymányos Északi Tömb,1,3,2,6,3,3,3,7,0,3,8,no_peers,7,NA
aEVoKx4NB,BTK C épület,1,1,0,5,2,1,3,1,3,8,1,peers_stairs,7,NA
P0wvY8Plx,Lágymányos Északi Tömb,0,4,3,10,7,6,5,5,3,0,8,peers_elevator,7,NA
28Y8pMWRo,BTK 6-8 főépület,0,3,7,7,7,7,2,3,3,3,2,no_peers,7,NA
Q38VlxjXX,Lágymányos Déli Tömb,1,5,0,3,8,6,5,2,0,0,0,no_peers,7,NA
VkwNNXLXv,BTK 6-8 főépület,1,3,1,1,1,2,4,8,2,3,2,peers_stairs,7,NA
xX7r8YWYq,PPK Kazinczy utca,1,2,8,3,10,1,9,5,0,7,6,peers_stairs,7,NA
P0PRd5jd8,Lágymányos Déli Tömb,0,7,7,10,4,0,5,0,0,0,0,peers_elevator,7,NA
w6AQ1b8W8,BTK 6-8 főépület,1,0,0,10,10,0,0,0,0,10,0,no_peers,7,NA
288Dq02ko,TÓK,1,8,5,8,8,8,7,8,8,7,3,no_peers,7,NA
4NZ77lqXy,BTK 6-8 főépület,0,3,9,10,8,4,5,0,3,5,1,no_peers,7,NA
VkRYvEV0N,BTK 6-8 főépület,1,10,0,0,2,10,3,10,0,0,0,peers_stairs,7,NA
Zww83a578,BTK Rákóczi utca 5 (R5),0,5,0,3,5,3,3,0,0,0,0,no_peers,7,NA
5Nm1NPqmJ,Lágymányos Északi Tömb,1,0,1,4,3,1,5,6,2,2,1,peers_stairs,7,NA
w66QN3jm5,TÓK,0,7,8,9,9,0,7,0,4,3,1,peers_elevator,7,NA
GnVB1ddV7,PPK Izabella utca,1,0,0,1,0,0,2,7,0,8,0,no_peers,7,NA
qNPeoVq37,Lágymányos Északi Tömb,1,8,8,3,6,2,7,0,9,1,10,no_peers,7,NA
ZwBr11v0e,Lágymányos Déli Tömb,1,2,0,1,5,8,7,10,0,5,10,no_peers,7,NA
8xjRddjo0,BTK D épület,1,0,0,0,0,0,0,5,0,0,0,no_peers,7,NA
yeYPYDK6p,Lágymányos Déli Tömb,1,5,5,4,5,2,3,4,5,4,5,no_peers,7,NA
v0wKAYvAe,BTK 6-8 főépület,1,6,2,1,7,6,1,6,0,2,0,no_peers,7,NA
Zw6Pxn5EZ,Lágymányos Déli Tömb,0,10,10,5,3,3,7,6,0,0,3,peers_elevator,7,NA
LEQAqkdJl,BTK C épület,1,1,2,7,1,0,5,8,1,8,2,NA,7,NA
LEQAqkdJl,BTK C épület,1,1,0,7,1,0,5,8,1,7,3,no_peers,7,NA
4NaWnNZa3,Lágymányos Északi Tömb,1,1,3,0,4,6,0,10,0,4,0,peers_stairs,7,NA
lKMmZ300L,Lágymányos Déli Tömb,1,4,1,3,2,2,5,5,2,4,5,no_peers,7,NA
RDBnlWv4L,PPK Kazinczy utca,1,6,5,7,5,2,6,5,2,6,4,no_peers,7,NA
m5DaENa3l,TÓK,1,8,2,3,8,1,5,2,7,0,0,no_peers,7,NA
E8nGxeWA8,BTK C épület,1,0,0,6,0,4,0,7,0,0,0,no_peers,7,NA
JN2G27358,Lágymányos Északi Tömb,0,4,6,10,10,2,0,0,10,6,10,peers_elevator,7,NA
lKB1Pjlj7,PPK Izabella utca,0,0,10,10,10,7,10,2,0,0,0,peers_elevator,7,NA
8x67KW6jZ,BTK Rákóczi utca 5 (R5),0,4,7,5,7,2,2,1,0,0,0,no_peers,7,NA
nWbNVR837,PPK Kazinczy utca,0,10,5,10,10,1,10,5,0,0,0,peers_elevator,7,NA
P0ABwBmjX,TÓK,1,5,3,9,8,0,5,9,2,3,0,peers_stairs,7,NA
Q3vdE3WBn,PPK Kazinczy utca,1,9,0,7,8,0,9,10,5,5,0,peers_stairs,7,NA
w6W5wqjV5,PPK Kazinczy utca,1,5,2,2,1,1,5,6,3,4,4,peers_stairs,7,NA
aEkjKGE80,Lágymányos Déli Tömb,1,10,0,6,7,0,0,3,5,5,5,no_peers,7,NA
GnayyPn41,BTK 6-8 főépület,1,0,0,0,0,0,0,6,0,0,0,no_peers,7,NA
7Vbw1xQMB,PPK Izabella utca,1,5,10,2,5,5,5,5,5,1,0,no_peers,7,NA
WEEd17PWM,BTK 6-8 főépület,1,3,1,0,0,0,0,0,0,0,4,no_peers,7,NA
5NNJLPDxV,PPK Kazinczy utca,1,5,0,3,8,2,5,6,7,5,5,no_peers,7,NA
rYBw7xP1e,BGGYK C épület,0,9,9,9,9,9,10,0,10,0,6,peers_elevator,7,NA
RDVd2AaVL,BGGYK C épület,0,7,10,7,5,6,4,6,4,3,3,no_peers,7,NA
rYbB5AGmW,TÓK,1,0,5,5,7,7,4,6,7,6,5,no_peers,7,NA
7VeE0Ppea,Lágymányos Déli Tömb,1,5,0,1,2,0,5,10,0,7,4,no_peers,7,NA
rY3834V85,Lágymányos Déli Tömb,1,0,3,0,3,0,0,0,0,1,7,peers_stairs,7,NA
VkVmr1ZZb,BTK Rákóczi utca 5 (R5),0,6,2,9,4,0,7,2,0,1,1,peers_elevator,7,NA
282Ld2GPr,BTK 6-8 főépület,1,2,0,0,0,0,5,10,0,0,0,no_peers,7,NA
MBoAwjrrP,BTK Rákóczi utca 5 (R5),0,5,7,9,8,3,6,3,2,2,1,no_peers,7,NA
AnDvwn37d,BTK 6-8 főépület,1,4,2,9,4,1,2,6,4,4,6,no_peers,7,NA
yeQqnbexL,PPK Kazinczy utca,0,5,6,8,7,5,1,5,4,10,0,peers_elevator,7,NA
bEaGXp7mw,Lágymányos Déli Tömb,1,4,4,2,5,1,7,7,6,6,7,no_peers,7,NA
Yw2oo0Db5,BTK F épület,1,2,5,4,7,1,4,8,1,10,1,no_peers,7,NA
rYP8bdJav,PPK Izabella utca,1,5,0,4,7,0,7,10,0,4,0,peers_stairs,7,NA
WEaJjw5Nj,Lágymányos Déli Tömb,1,4,2,4,8,8,3,9,2,3,0,peers_stairs,7,NA
GnGDPvBZ7,"BGGYK A, B épület",1,8,4,6,7,3,10,7,4,5,5,no_peers,7,NA
xXedqr2kR,PPK Kazinczy utca,1,10,0,1,0,2,3,10,0,7,5,peers_stairs,7,NA
WEDxJX7Mj,BGGYK C épület,1,0,0,0,10,10,10,0,0,10,0,no_peers,7,NA
nWGXLRPX7,Egyéb:,0,2,3,10,6,0,7,2,2,3,1,peers_elevator,7,NA
lKe7ZPaDY,BTK Rákóczi utca 5 (R5),0,8,8,6,7,7,8,5,5,5,4,peers_elevator,7,NA
qNeq42p4R,Lágymányos Északi Tömb,0,4,2,10,0,6,1,0,0,3,6,peers_elevator,7,NA
m5P6RM18W,PPK Izabella utca,0,2,4,8,4,5,5,1,1,1,1,no_peers,7,NA
w66EQJRyW,BTK 6-8 főépület,1,9,2,10,7,3,4,10,7,7,3,no_peers,7,NA
e4qYJdW10,Lágymányos Északi Tömb,1,1,0,0,3,0,2,0,0,0,0,no_peers,7,NA
JNe57ZbWG,PPK Izabella utca,0,8,5,10,6,3,6,1,0,0,6,peers_elevator,7,NA
P00wpBn38,Lágymányos Déli Tömb,0,2,9,10,10,8,3,2,4,3,7,no_peers,7,NA
xXYwL50k1,PPK Kazinczy utca,0,1,6,2,0,0,6,5,3,5,0,no_peers,7,NA
ora42r5eW,TÓK,0,9,8,10,9,2,5,3,2,2,6,peers_elevator,7,NA
WEab5ZZ2V,TÓK,0,9,6,8,9,5,5,3,0,5,0,no_peers,7,NA
aEQ5BDJdB,"BGGYK A, B épület",0,10,6,10,10,0,10,10,0,0,0,no_peers,7,NA
Q3jqrMlbr,PPK Izabella utca,0,10,3,7,10,0,5,2,0,5,0,peers_elevator,7,NA
AnpBjMPQZ,TÓK,1,1,2,2,3,3,2,3,3,3,2,peers_stairs,7,NA
8xGkp2YMm,PPK Izabella utca,0,10,3,6,1,3,6,4,7,7,8,no_peers,7,NA
8x8RddbEG,Lágymányos Déli Tömb,1,0,0,0,0,0,2,3,1,1,0,peers_stairs,7,NA
JN5n07XkD,PPK Kazinczy utca,1,6,4,5,4,4,5,5,5,0,0,no_peers,7,NA
8xB2q6Mo8,PPK Kazinczy utca,1,2,1,5,7,2,4,7,1,2,7,peers_elevator,7,NA
28prNjaon,TÓK,0,10,0,10,0,10,0,0,0,0,10,peers_stairs,7,NA
MBqqa5Vqn,PPK Kazinczy utca,1,2,4,5,4,1,7,4,2,1,2,peers_stairs,7,NA
AnEbYmj4d,Lágymányos Északi Tömb,1,6,4,2,5,2,4,4,2,4,7,no_peers,7,NA
jbbZ2Ax4r,Lágymányos Déli Tömb,1,2,0,0,0,0,0,10,0,10,0,no_peers,7,NA
JNvwRG7QD,TÓK,1,0,0,10,3,3,6,10,3,5,1,peers_stairs,7,NA
m5Q7EQZyQ,TÓK,0,10,10,10,10,5,8,0,10,2,8,peers_elevator,7,NA
P0lrP1NME,BTK Rákóczi utca 5 (R5),0,7,5,10,5,4,5,3,0,3,2,peers_elevator,7,NA
P0aZRWy4v,PPK Izabella utca,1,8,0,5,7,6,7,10,0,0,5,peers_stairs,7,NA
E8B73NbxJ,TÓK,1,8,2,1,1,0,0,1,0,0,0,no_peers,7,NA
MBqo3ZVM0,Lágymányos Déli Tömb,1,0,0,0,3,0,0,0,0,0,0,no_peers,7,NA
28lJ3lKlM,TÓK,1,7,2,10,4,1,1,9,5,9,1,no_peers,7,NA
YwKpYK80X,Lágymányos Északi Tömb,1,0,9,0,9,0,0,0,0,0,1,no_peers,7,NA
aEbnemom5,PPK Izabella utca,1,6,0,7,5,1,6,10,6,3,0,no_peers,7,NA
orw41QoRW,BTK Rákóczi utca 5 (R5),1,0,0,10,5,0,5,0,0,0,0,no_peers,7,NA
lKrl8llmY,Lágymányos Északi Tömb,1,0,1,1,2,1,1,1,0,0,1,no_peers,7,NA
Vk27byM3N,BTK Rákóczi utca 5 (R5),0,10,0,10,10,10,10,0,5,0,0,no_peers,7,NA
8xVYwxqQG,"BGGYK A, B épület",0,4,4,8,5,5,3,3,5,1,4,peers_elevator,7,NA
or7VGVJaM,BTK Rákóczi utca 5 (R5),0,6,6,10,3,3,5,2,3,0,3,peers_elevator,7,NA
E8LoemDp3,Lágymányos Déli Tömb,0,0,10,10,10,0,6,0,4,0,4,peers_stairs,7,NA
5NN6Vk3xL,Lágymányos Déli Tömb,1,7,5,6,4,3,4,5,3,4,4,peers_stairs,7,NA
7Vkyxm4Mv,TÓK,0,5,7,7,7,6,2,2,4,2,1,no_peers,7,NA
w6PM2rGq3,BTK Rákóczi utca 5 (R5),1,0,0,5,0,0,0,10,7,7,6,no_peers,7,NA
5N1WqDDZR,PPK Izabella utca,1,5,0,1,0,0,7,6,0,2,0,no_peers,7,NA
LE80ldkR7,TÓK,1,1,2,2,5,2,10,10,3,7,2,peers_stairs,7,NA
LEpNRVNJK,PPK Kazinczy utca,1,5,6,10,9,10,6,10,2,8,10,no_peers,7,NA
aE1DXNEV0,Lágymányos Déli Tömb,1,6,2,5,4,0,3,5,1,4,1,no_peers,7,NA
7Vme3bVVv,"BGGYK A, B épület",0,8,5,2,3,3,3,2,3,4,2,peers_elevator,7,NA
MBym1rbko,PPK Kazinczy utca,1,2,5,4,8,6,0,10,0,5,0,no_peers,7,NA
e4kab1lk6,TÓK,0,10,10,10,9,5,10,0,8,5,5,peers_elevator,7,NA
280MMnE0r,PPK Kazinczy utca,0,2,3,3,2,2,1,2,2,6,6,peers_elevator,7,NA
jbAvGDqyZ,BTK Rákóczi utca 5 (R5),1,2,9,10,9,2,4,9,7,3,3,no_peers,7,NA
28YVrWdYA,PPK Kazinczy utca,0,8,10,5,10,0,2,0,1,2,0,peers_elevator,7,NA
7VwMVyX2n,PPK Kazinczy utca,1,0,1,1,3,0,8,9,3,5,8,peers_stairs,7,NA
LE7G1RvbM,PPK Izabella utca,0,7,6,4,5,5,1,0,1,0,3,no_peers,7,NA
nWbNVR837,PPK Kazinczy utca,0,10,10,2,10,0,10,0,0,0,0,no_peers,7,NA
28WRBBAmV,Lágymányos Déli Tömb,1,1,2,1,1,1,2,1,0,3,1,no_peers,7,NA
28aaJoN6x,PPK Kazinczy utca,1,9,0,2,7,1,4,7,2,8,1,no_peers,7,NA
7VvKQ35J0,Lágymányos Északi Tömb,0,1,4,8,7,2,3,3,3,3,6,peers_elevator,7,NA
WEo0Y8JxJ,BTK Rákóczi utca 5 (R5),0,9,10,4,8,1,9,1,3,9,2,peers_elevator,7,NA
WEoLKkAL2,PPK Izabella utca,1,0,0,10,0,0,6,10,0,0,0,no_peers,7,NA
RDmRXd2ZG,Lágymányos Déli Tömb,0,6,5,3,3,2,4,4,3,2,1,NA,8,NA
ZwBr11v0e,Lágymányos Déli Tömb,0,5,7,10,3,8,6,1,5,5,2,NA,8,NA
jbxEPAXZr,PPK Kazinczy utca,1,5,7,1,4,1,5,7,4,2,1,peers_elevator,8,NA
w66QN3jm5,TÓK,1,3,0,2,3,0,0,5,1,0,4,no_peers,8,NA
GnGDPvBZ7,PPK Izabella utca,1,8,3,9,8,3,5,2,9,2,2,no_peers,8,NA
v0mo8eKXw,PPK Izabella utca,1,2,0,4,0,0,5,10,0,0,0,no_peers,8,NA
nWlXbWDG2,PPK Kazinczy utca,1,5,4,4,3,0,2,10,1,10,0,no_peers,8,NA
xXkbA2wx2,BGGYK C épület,1,0,6,0,8,1,5,10,5,0,0,NA,8,NA
28V7PMo7x,Lágymányos Északi Tömb,0,0,4,10,4,0,10,3,0,5,3,peers_elevator,8,NA
BvlPdqPqx,PPK Izabella utca,0,7,6,10,4,4,6,4,3,2,3,peers_elevator,8,NA
28Lqwa1rn,PPK Kazinczy utca,0,0,10,5,10,2,5,0,0,0,0,peers_elevator,8,NA
GnVB1ddV7,PPK Izabella utca,1,0,0,0,0,0,2,7,0,8,5,no_peers,8,NA
rYbB5AGmW,TÓK,1,6,5,5,6,8,5,6,5,5,5,no_peers,8,NA
yeJWQydBm,BGGYK C épület,1,10,2,1,8,1,0,0,2,2,1,no_peers,8,NA
RDMRX5GPK,BTK Rákóczi utca 5 (R5),1,3,0,0,3,0,6,8,0,5,4,no_peers,8,NA
e4D1xRy4R,Lágymányos Északi Tömb,1,0,0,0,6,0,9,5,8,0,5,peers_stairs,8,NA
nW10b0reX,Lágymányos Északi Tömb,0,6,2,10,5,2,0,2,0,3,8,peers_elevator,8,NA
7VBnewlpP,BGGYK C épület,1,0,3,0,4,1,2,1,0,2,0,NA,8,NA
e4p24KAK7,Lágymányos Déli Tömb,0,5,3,10,0,0,6,3,1,9,5,NA,8,NA
P0lrP1NME,BTK Rákóczi utca 5 (R5),0,9,1,10,7,3,5,2,0,2,2,NA,8,NA
Q3QqdweDR,Egyéb:,1,0,3,2,3,0,0,10,7,5,0,no_peers,8,NA
orrPKaZbr,PPK Izabella utca,1,10,2,8,3,3,4,9,4,8,3,no_peers,8,NA
8xVK1apdZ,BTK Rákóczi utca 5 (R5),1,8,0,0,4,0,5,10,0,5,2,no_peers,8,NA
